probe,sectag,relatedu,firstnum,dis1num,dis2num,bignum,oddeven,dislist,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,ins.started,text.started,ins.stopped,cue.started,cuesti.started,cueblank.started,cuesti.stopped,cueblank.stopped,cue.stopped,dis1.started,text_3.started,text_3.stopped,dis1.stopped,firsTar.started,text_5.started,firsTar.stopped,probe.started,text_FLK1.started,text_4.started,text_FLK1.stopped,text_4.stopped,text_FLK2.started,text_FLK2.stopped,probe.stopped,AskColor.started,text_6.started,text_6.stopped,text_7.started,key_resp.started,text_7.stopped,text_8.started,key_resp.stopped,text_8.stopped,AskColor.stopped,key_resp.keys,key_resp.corr,AskRelated.started,text_2.started,text_2.stopped,text_11.started,key_resp_2.started,text_11.stopped,text_10.started,key_resp_2.stopped,text_10.stopped,AskRelated.stopped,key_resp_2.keys,key_resp_2.corr,T1_stimulus,T2_stimulus,T1_response,T2_response,T1_accuracy,T2_accuracy,T1_RT,T2_RT,distractors,ISI,stimulus_duration,trial_number,trial_type,oddeven,relatedu,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
枪械,射击, f,0:09,0:02,0:07,一一,f,行第,0,90,90,213,,,,,0,0,0,0,,,,,1074.0508849000325,,,,,1071.1035965000046,1071.1173375999788,1072.116565400036,1072.116565400036,,1073.1044856000226,1074.0364417000674,1074.0508849000325,,1074.1207146000816,1073.8543510000454,1073.9507827999769,1074.0216216000263,,,,,,,,,1063.1097528000828,1063.1186889000237,1064.134350300068,1064.1185858000536,1064.1185858000536,1066.133644400048,1066.1174244000576,1066.133644400048,1067.1180838000728,1067.103195899981,None,0,1067.1033728000475,1067.1180838000728,1068.1175084999995,1068.1175084999995,1068.1175084999995,1070.1174701000564,1070.1174701000564,1070.1174701000564,1071.1173375999788,1071.103318599984,None,0,虫子,昆虫,None,None,0,0,[],[],巴糖,0.083,0.083,89,AB,f, f,1074.0508849000325,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,巴糖,0,90,90,213,,,,,0,1,1,2,,,,,1074.133297100081,,,,,,,,,,,1074.1210640000645,1074.133297100081,,1074.2038316000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,员尾,0,90,90,213,,,,,0,2,2,1,,,,,1074.21730020002,,,,,,,,,,,1074.2041968000121,1074.21730020002,,1074.2874534000875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,出亡,0,90,90,213,,,,,0,3,3,4,,,,,1074.2999927999917,,,,,,,,,,,1074.2878064999823,1074.2999927999917,,1074.3699420000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,小借,0,90,90,213,,,,,0,4,4,3,,,,,1074.4006702000042,,,,,,,,,,,1074.3701404000167,1074.4006702000042,,1074.4515626999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,员尾,0,90,90,213,,,,,,,,,0,0,0,1,1074.6999844000675,,,,,,,,,,,1074.6931727000047,1074.6999844000675,1074.784575400059,1074.7695152000524,,,,1074.4516227000859,1074.4663425000617,1074.533436800004,1074.550035100081,1074.6165537000634,1074.6165537000634,1074.6999844000675,1074.6875139999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,巴糖,0,90,90,213,,,,,,,,,0,1,1,2,1074.784575400059,,,,,,,,,,,1074.7697014000732,1074.784575400059,1074.8670935999835,1074.8528525000438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,小借,0,90,90,213,,,,,,,,,0,2,2,3,1074.8670935999835,,,,,,,,,,,1074.8530654000351,1074.8670935999835,1074.9507120000198,1074.9356723000528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,出亡,0,90,90,213,,,,,,,,,0,3,3,4,1074.9507120000198,,,,,,,,,,,1074.9358555000508,1074.9507120000198,1075.0331250000745,1075.0186430000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
枪械,射击, f,0:09,0:02,0:07,一一,f,行第,0,90,90,213,,,,,,,,,0,4,4,0,1075.0331250000745,,,,,,,,,,,1075.0188833000138,1075.0331250000745,1075.1166976999957,1075.1013830000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,小借,0,91,91,158,,,,,0,0,0,3,,,,,1085.8001889999723,,,,,1083.1018873000285,1083.116202000063,1084.1161460999865,1084.1161460999865,1085.1161181000061,1085.1013314999873,1085.7900944000576,1085.8001889999723,1085.884481200017,1085.867840000079,1085.6025360000785,1085.716500599985,1085.7849098000443,,,,,,,,,1075.1014493000694,1075.1166976999957,1076.1192615000764,1076.1192615000764,1076.1192615000764,1078.1328646000475,1078.116536800051,1078.1328646000475,1079.1163639000151,1079.1017551000696,None,0,1079.1019031000324,1079.1163639000151,1080.1164066999918,1080.1164066999918,1080.1164066999918,1082.1157832000172,1082.1157832000172,1082.1157832000172,1083.116202000063,1083.1016543000005,None,0,枪械,射击,None,None,0,0,[],[],行第,0.083,0.083,90,AB,f, f,1085.8001889999723,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,员尾,0,91,91,158,,,,,0,1,1,1,,,,,1085.884481200017,,,,,,,,,,,1085.8679993000114,1085.884481200017,,1085.9680782000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,出亡,0,91,91,158,,,,,0,2,2,4,,,,,1085.9830570999766,,,,,,,,,,,1085.968257999979,1085.9830570999766,,1086.052037400077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,巴糖,0,91,91,158,,,,,0,3,3,2,,,,,1086.066259299987,,,,,,,,,,,1086.052220600075,1086.066259299987,,1086.1343471000437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,行第,0,91,91,158,,,,,0,4,4,0,,,,,1086.149311700021,,,,,,,,,,,1086.1345257000066,1086.149311700021,,1086.2177011000458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,员尾,0,91,91,158,,,,,,,,,0,0,0,1,1086.4833519000094,,,,,,,,,,,1086.4641933999956,1086.4833519000094,,1086.5554514999967,,,,1086.21776150004,1086.2344707000302,1086.29897480004,1086.3331779000582,1086.3828968000598,1086.3828968000598,1086.4833519000094,1086.4520247000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,巴糖,0,91,91,158,,,,,,,,,0,1,1,2,1086.5674841,,,,,,,,,,,1086.555756799993,1086.5674841,,1086.6345043000765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,小借,0,91,91,158,,,,,,,,,0,2,2,3,1086.6494486000156,,,,,,,,,,,1086.6346837000456,1086.6494486000156,,1086.7176597000798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,行第,0,91,91,158,,,,,,,,,0,3,3,0,1086.7327870000154,,,,,,,,,,,1086.717832800001,1086.7327870000154,,1086.8033582000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
撕裂,撕破, f,0:06,0:02,0:06,四四,f,出亡,0,91,91,158,,,,,,,,,0,4,4,4,1086.8161041000858,,,,,,,,,,,1086.803537000087,1086.8161041000858,,1086.8842717000516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,巴糖,0,92,92,46,,,,,0,0,0,2,,,,,1097.8162617000053,,,,,1094.867633900023,1094.883007000084,1095.8823776000645,1095.8823776000645,1096.8828935000347,1096.8675438000355,1097.807291700039,1097.8162617000053,1097.8990492000012,1097.884243800072,1097.6174900999758,1097.7321297000162,1097.801040600054,,,,,,,,,1086.884333300055,1086.901827600086,1087.9160794999916,1087.8826903000008,1087.8826903000008,1089.882584600011,1089.882584600011,1089.882584600011,1090.8826051000506,1090.8677758000558,None,0,1090.867918199976,1090.8826051000506,1091.8823901000433,1091.8823901000433,1091.8823901000433,1093.8819555999944,1093.8819555999944,1093.8819555999944,1094.883007000084,1094.8674179000081,None,0,撕裂,撕破,None,None,0,0,[],[],出亡,0.083,0.083,91,AB,f, f,1097.8162617000053,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,行第,0,92,92,46,,,,,0,1,1,0,,,,,1097.8990492000012,,,,,,,,,,,1097.8844126000768,1097.8990492000012,1097.9824781999923,1097.96828869998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,小借,0,92,92,46,,,,,0,2,2,3,,,,,1097.9824781999923,,,,,,,,,,,1097.9684566999786,1097.9824781999923,1098.0654852000298,1098.0509224000853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,员尾,0,92,92,46,,,,,0,3,3,1,,,,,1098.0654852000298,,,,,,,,,,,1098.0510864000535,1098.0654852000298,1098.1491495000664,1098.134548800066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,出亡,0,92,92,46,,,,,0,4,4,4,,,,,1098.1491495000664,,,,,,,,,,,1098.1347063999856,1098.1491495000664,1098.2322266000556,1098.2177805000683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,员尾,0,92,92,46,,,,,,,,,0,0,0,1,1098.465616600006,,,,,,,,,,,1098.457617099979,1098.465616600006,1098.5501155999955,1098.5341015000595,,,,1098.2178355000215,1098.2322266000556,1098.315651300014,1098.315651300014,1098.3993818999734,1098.3834146000445,1098.465616600006,1098.4520111000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,出亡,0,92,92,46,,,,,,,,,0,1,1,4,1098.5501155999955,,,,,,,,,,,1098.5342806000262,1098.5501155999955,1098.632696100045,1098.6175301000476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,巴糖,0,92,92,46,,,,,,,,,0,2,2,2,1098.632696100045,,,,,,,,,,,1098.6177087000106,1098.632696100045,1098.7156218000455,1098.7008332000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,小借,0,92,92,46,,,,,,,,,0,3,3,3,1098.7156218000455,,,,,,,,,,,1098.7009970999788,1098.7156218000455,1098.7989482000703,1098.7842253000708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
沙子,细沙, f,0:09,0:02,0:12,十十,f,行第,0,92,92,46,,,,,,,,,0,4,4,0,1098.7989482000703,,,,,,,,,,,1098.7843836999964,1098.7989482000703,1098.882588300039,1098.8675247000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,员尾,0,93,93,126,,,,,0,0,0,1,,,,,1109.8152062000008,,,,,1106.8707731000613,1106.8999377000146,1107.8818527000258,1107.915231400053,1108.8986372000072,1108.8693960000528,1109.8071248000488,1109.8152062000008,1109.8984820999904,1109.8837392000714,1109.6335099000717,1109.7317240000702,1109.800858200062,,,,,,,,,1098.8675899000373,1098.882588300039,1099.8821851999965,1099.8821851999965,1099.8821851999965,1101.881916900049,1101.881916900049,1101.881916900049,1102.8819303000346,1102.867592500057,None,0,1102.8677216999931,1102.8819303000346,1103.8816944999853,1103.8816944999853,1103.8816944999853,1105.8822527000448,1105.8822527000448,1105.8822527000448,1106.8999377000146,1106.8702782000182,None,0,沙子,细沙,None,None,0,0,[],[],行第,0.083,0.083,92,AB,j, j,1109.8152062000008,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,小借,0,93,93,126,,,,,0,1,1,3,,,,,1109.8984820999904,,,,,,,,,,,1109.8839276999934,1109.8984820999904,1109.9817126999842,1109.9672456000699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,巴糖,0,93,93,126,,,,,0,2,2,2,,,,,1109.9817126999842,,,,,,,,,,,1109.9674265000504,1109.9817126999842,1110.0655389999738,1110.050631100079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,出亡,0,93,93,126,,,,,0,3,3,4,,,,,1110.0655389999738,,,,,,,,,,,1110.0507921000244,1110.0655389999738,1110.1481319000013,1110.1341704999795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,行第,0,93,93,126,,,,,0,4,4,0,,,,,1110.1481319000013,,,,,,,,,,,1110.1343438000185,1110.1481319000013,1110.231537100044,1110.2187569000525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,出亡,0,93,93,126,,,,,,,,,0,0,0,4,1110.498652899987,,,,,,,,,,,1110.4818150000647,1110.498652899987,,1110.5688662000466,,,,1110.2188481000485,1110.231537100044,1110.316481100046,1110.316481100046,1110.4150763000362,1110.3983468000079,1110.498652899987,1110.4690078999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,员尾,0,93,93,126,,,,,,,,,0,1,1,1,1110.5816972000757,,,,,,,,,,,1110.5691975000082,1110.5816972000757,,1110.6500579999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,小借,0,93,93,126,,,,,,,,,0,2,2,3,1110.6666862000711,,,,,,,,,,,1110.6502690999769,1110.6666862000711,,1110.7353637000779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,行第,0,93,93,126,,,,,,,,,0,3,3,0,1110.748500799993,,,,,,,,,,,1110.7356751000043,1110.748500799993,,1110.8199024000205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
教授,学习, j,0:09,0.0,0:06,四四,j,巴糖,0,93,93,126,,,,,,,,,0,4,4,2,1110.831954900059,,,,,,,,,,,1110.820211000042,1110.831954900059,,1110.8998100999743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,巴糖,0,94,94,261,,,,,0,0,0,2,,,,,1121.8311633000849,,,,,1118.8877555000363,1118.8985916000092,1119.8990251000505,1119.8990251000505,,1120.8989120000042,1121.8218066000845,1121.8311633000849,1121.9150134000229,1121.9037242999766,1121.6502094999887,1121.7479888000526,1121.8163876000326,,,,,,,,,1110.8998797000386,1110.9151558000594,1111.9147403000388,1111.8997586000478,1111.8997586000478,1113.9149330999935,1113.89824400004,1113.9149330999935,1114.8981012000004,1114.885823699995,None,0,1114.8860805000877,1114.8981012000004,1115.8980449000373,1115.8980449000373,1115.8980449000373,1117.8981273000827,1117.8981273000827,1117.8981273000827,1118.8985916000092,1118.8874512000475,None,0,教授,学习,None,None,0,0,[],[],巴糖,0.083,0.083,93,AB,f, j,1121.8311633000849,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,小借,0,94,94,261,,,,,0,1,1,3,,,,,1121.9150134000229,,,,,,,,,,,1121.9040058000246,1121.9150134000229,1121.9978179000318,1121.9830514000496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,员尾,0,94,94,261,,,,,0,2,2,1,,,,,1121.9978179000318,,,,,,,,,,,1121.9832441000035,1121.9978179000318,1122.0808945000172,1122.0661254000152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,出亡,0,94,94,261,,,,,0,3,3,4,,,,,1122.0808945000172,,,,,,,,,,,1122.066324400017,1122.0808945000172,1122.1651312999893,1122.1506494000787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,行第,0,94,94,261,,,,,0,4,4,0,,,,,1122.1651312999893,,,,,,,,,,,1122.1508263000287,1122.1651312999893,1122.2479167000856,1122.2332766000181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,行第,0,94,94,261,,,,,,,,,0,0,0,0,1122.49787750002,,,,,,,,,,,1122.4886647000676,1122.49787750002,1122.5817568000639,1122.5670995999826,,,,1122.2333371000132,1122.2479167000856,1122.3312717999797,1122.3312717999797,1122.4144964000443,1122.4144964000443,1122.49787750002,1122.4831879000412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,出亡,0,94,94,261,,,,,,,,,0,1,1,4,1122.5817568000639,,,,,,,,,,,1122.5672892000293,1122.5817568000639,1122.6648239999777,1122.6496057000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,巴糖,0,94,94,261,,,,,,,,,0,2,2,2,1122.6648239999777,,,,,,,,,,,1122.6497919000685,1122.6648239999777,1122.7477188999765,1122.733318499988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,员尾,0,94,94,261,,,,,,,,,0,3,3,1,1122.7477188999765,,,,,,,,,,,1122.7334940000437,1122.7477188999765,,1122.8212340000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
公园,板凳, j,0:09,0:06,0:12,七七,f,小借,0,94,94,261,,,,,,,,,0,4,4,3,1122.833019200014,,,,,,,,,,,1122.8216283000074,1122.833019200014,,1122.9036870000418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
篮子,籃筐, f,0:09,0.0,0:07,三三,f,出亡,0,95,95,17,,,,,0,0,0,4,,,,,1133.8306950000115,,,,,1130.8996232000645,1130.9139373999787,1131.899370500003,1131.9152026000666,,1132.9011564999819,1133.8225105999736,1133.8306950000115,1133.9145880000433,1133.901634400012,1133.648686700035,1133.7473795000697,1133.8168348000618,,,,,,,,,1122.9038000000874,1122.915556800086,1123.9144337000325,1123.9144337000325,1123.9144337000325,1125.915443600039,1125.915443600039,1125.915443600039,,1126.8994319000049,None,0,1126.8995758000528,1126.914375900058,1127.914467100054,1127.914467100054,1127.914467100054,1129.914774700068,1129.914774700068,1129.914774700068,1130.9139373999787,1130.899391300045,None,0,公园,板凳,None,None,0,0,[],[],小借,0.083,0.083,94,AB,f, f,1133.8306950000115,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
篮子,籃筐, f,0:09,0.0,0:07,三三,f,行第,0,95,95,17,,,,,0,1,1,0,,,,,1133.9145880000433,,,,,,,,,,,1133.9019516999833,1133.9145880000433,1133.9974865000695,1133.9829480000772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
篮子,籃筐, f,0:09,0.0,0:07,三三,f,巴糖,0,95,95,17,,,,,0,2,2,2,,,,,1133.9974865000695,,,,,,,,,,,1133.9832675000653,1133.9974865000695,1134.0803025000496,1134.0658206000226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
篮子,籃筐, f,0:09,0.0,0:07,三三,f,员尾,0,95,95,17,,,,,0,3,3,1,,,,,1134.0803025000496,,,,,,,,,,,1134.0659799000714,1134.0803025000496,1134.1640177000081,1134.1508252000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,727138,001,2024-12-19_19h08.17.689,AB,2024.1.5,None,2024-12-19 19h08.28.268156 +0800,
